data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7271628,31,AZE16837,16837,"31 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,1,"Sputnik Armenia",Regional,"On 31 October 2020, unknown number of civilians from Artsakh were wounded in shelling of Shusha city by Azerbaijani forces.",0,1604352466,AZE
7871447,31,AZE16833,16833,"31 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Martakert,,,Martakert,40.2049,46.8156,1,"Sputnik Armenia",Regional,"On 31 October 2020, Martakert (Aghdara) city in Martakert region of Artsakh was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1618598520,AZE
7871448,31,AZE16831,16831,"31 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Martuni,,,Khojavend,39.795,47.1117,1,"Sputnik Armenia",Regional,"On 31 October 2020, Martuni (Khojavend) city in Martakert region of Artsakh was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1618598520,AZE
7871449,31,AZE16829,16829,"31 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Martuni,,,Herher,39.7031,46.9636,2,"Sputnik Armenia",Regional,"On 31 October 2020, one civilian from Artsakh was killed in shelling of Herher village in Martuni region of Artsakh by Azerbaijani forces.",1,1618598520,AZE
7271444,51,ARM4921,4921,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,8,,,0,80,"Caucasus and Central Asia",Armenia,Syunik,"Davit Bek",,"Davit Bek",39.3189,46.4941,1,A1+,National,"On 30 October 2020, Davit Bek village in Syunik province of Armenia was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1604352465,ARM
7271541,31,AZE16822,16822,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 30 October 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Terter with GP2]",0,1604352466,AZE
7271554,31,AZE16805,16805,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Aghjabadi,,,Agdjabadi,40.048,47.4601,2,"Ministry of Defence of Azerbaijan",Other,"On 30 October 2020, Agdjabadi region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Agdjabadi with GP2]",0,1604352466,AZE
7271556,31,AZE16808,16808,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Alibeili,40.0924,47.1579,2,"Ministry of Defence of Azerbaijan",Other,"On 30 October 2020, Aghdam region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Alibeili with GP2]",0,1604352466,AZE
7271567,31,AZE16810,16810,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,Goranboy,40.6083,46.7886,2,"Ministry of Defence of Azerbaijan",Other,"On 30 October 2020, the villages of Goranboy region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Goranboy with GP2]",0,1604352466,AZE
7871462,31,AZE16823,16823,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,"Military Forces of Azerbaijan (2003-)",,1,11,"Caucasus and Central Asia",Azerbaijan,Kashatagh,,,Tsakhkaberd,39.4807,46.6102,2,"A1 ; Human Rights Ombudsman Of The Republic Of Artsakh; AzVision; Aysor Am",National-Regional,"On 30 October 2020, military equipment of Azerbaijani forces was destroyed near Tsakhkaberd village in shelling by Artsakh forces. No specific mention of fatalities. As of 3 March 2021, Azerbaijani forces announced 2881 fatalities, Armenian forces announced 3777 fatalities. Fatalities were not disaggregated according to locations or date. The previously-coded specific number of fatalities are subtracted from these overall numbers. Additionally, for the Armenian side, 72 civilian fatalities reported by the Artsakh Ombudsman were subtracted from the overall number of fatalities as fatalities announced by Armenian sources included civilians. Total of 5527 fatalities are split across 421 events (13 fatalities coded to 367 events, 14 fatalities coded to 54 events).",13,1618598520,AZE
7871464,31,AZE17121,17121,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Martuni,,,Herher,39.7031,46.9636,1,"Human Rights Ombudsman Of The Republic Of Artsakh",National,"On 30 October 2020, one civilian was killed during the shelling of Herher village by Azerbaijani forces.",1,1618598520,AZE
7871466,31,AZE16806,16806,"30 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Aknaghbyur,39.7069,46.8656,2,Tert,Regional,"On 30 October 2020, one civilian from Artsakh was killed and six others were wounded after the shelling of Aknaghbyur village in Askeran region of Artsakh by Azerbaijani forces.",1,1618598520,AZE
7271471,31,AZE16802,16802,"29 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,1,Aravot,Regional,"On 29 October 2020, civilians from Artsakh were wounded after the shelling of Shusha city by Azerbaijani forces.",0,1604352465,AZE
7271472,31,AZE16803,16803,"29 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Stepanakert,,,Stepanakert,39.8246,46.7535,1,Aravot,Regional,"On 29 October 2020, 2 civilians from Artsakh were wounded after the shelling of de facto capital of Artsakh Stepanakert city by Azerbaijani forces.",0,1604352465,AZE
7271568,31,AZE16804,16804,"29 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 29 October 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. No casualties occurred. [coded to Terter with GP2]",0,1604352466,AZE
7271573,31,AZE16794,16794,"29 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Barda,,,Barda,40.3819,47.123,2,"Ministry of Defence of Azerbaijan",Other,"On 29 October 2020, the villages of Barda region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Barda with GP2]",0,1604352466,AZE
7271574,31,AZE16796,16796,"29 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,Goranboy,40.6083,46.7886,2,"Ministry of Defence of Azerbaijan",Other,"On 29 October 2020, the villages of Goranboy region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Goranboy with GP2]",0,1604352466,AZE
7871491,31,AZE17123,17123,"28 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Martuni,,,Khojavend,39.795,47.1117,2,"Human Rights Ombudsman Of The Republic Of Artsakh",National,"On 28 October 2020, one civilian from Artsakh was killed near Martuni (Khojavend) city during the shelling by the military forces of Azerbaijan, according to the Human Rights Ombudsman of Artsakh.",1,1618598520,AZE
7271534,31,AZE16787,16787,"28 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 28 October 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Terter with GP2]",0,1604352465,AZE
7271566,31,AZE16775,16775,"28 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,Goranboy,40.6083,46.7886,2,"Ministry of Defence of Azerbaijan",Other,"On 28 October 2020, the villages of Goranboy region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Goranboy with GP2]",0,1604352466,AZE
7271630,31,AZE16786,16786,"28 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Stepanakert,,,Stepanakert,39.8246,46.7535,1,Tert,Regional,"On 28 October 2020, de facto capital of Artsakh Stepanakert city was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source. Azerbaijani side denied the claim.",0,1604352466,AZE
7271632,31,AZE16785,16785,"28 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,1,Tert,Regional,"On 28 October 2020, one civilian from Artsakh was killed and two others were wounded after the shelling of Shusha city by Azerbaijani forces. Azerbaijani side denied the claim.",1,1604352466,AZE
7271414,31,AZE16771,16771,"28 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,"Civilians (Azerbaijan)",,7,78,"Caucasus and Central Asia",Azerbaijan,Barda,,,Barda,40.3819,47.123,1,"Report Az; Tert",National-Regional,"On 28 October 2020, 21 civilians were killed and about 70 others were wounded after the shelling of Barda city in Barda region by Armenian forces. Armenian side denied the claim.",21,1604352465,AZE
7871499,31,AZE16763,16763,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Martuni,,,Nngi,39.7945,46.8865,1,"News Am",Regional,"On 27 October 2020, 3 women from Artsakh were wounded after the shelling of Nngi village in Martuni region by Azerbaijani forces.",0,1618598520,AZE
7871500,31,AZE16764,16764,"27 October 2020",2020,2,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Sarushen,39.7228,46.9049,1,"News Am",Regional,"Around 27 October 2020, Sarushen village in Askeran region of Artsakh was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1618598520,AZE
7871501,31,AZE16760,16760,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Kashatagh,,,Lachin,39.6404,46.5488,1,"News Am",Regional,"On 27 October 2020, Berdzor (Lachin) city in Kashatagh region of Artsakh was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1618598520,AZE
7871503,31,AZE16758,16758,"27 October 2020",2020,2,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Khachmach,39.7542,46.875,1,"News Am",Regional,"Around 27 October 2020, Khachmach village in Askeran region of Artsakh was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1618598520,AZE
7871504,31,AZE16768,16768,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,,,0,80,"Caucasus and Central Asia",Azerbaijan,Kashatagh,,,Zangilan,39.085,46.6569,2,"News Am; Ministry of Defence of Azerbaijan",Other-Regional,"On 27 October 2020, Armenian forces fired mortars in the direction of Agband village of Zangilan region in Azerbaijan, according to Azerbaijani officials. No information on casualties.",0,1618598520,AZE
7271537,31,AZE16755,16755,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,Goranboy,40.6083,46.7886,2,"Ministry of Defence of Azerbaijan",Other,"On 27 October 2020, the villages of Goranboy region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Goranboy with GP2]",0,1604352466,AZE
7271542,31,AZE16767,16767,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,1,"Ministry of Defence of Azerbaijan",Other,"On 27 October 2020, Terter city was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604352466,AZE
7271548,31,AZE16753,16753,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Barda,,,Barda,40.3819,47.123,2,"Ministry of Defence of Azerbaijan",Other,"On 27 October 2020, the villages of Barda region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Barda with GP2]",0,1604352466,AZE
7271555,31,AZE16766,16766,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 27 October 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Terter with GP2]",0,1604352466,AZE
7271596,31,AZE16757,16757,"27 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Barda,,,Karayusifli,40.3155,47.1838,1,ONA,International,"On 27 October 2020, 4 civilians were killed and 7 others were wounded after the shelling of Karayusifli village in Barda region by Artsakh forces.",4,1604352466,AZE
7871516,31,AZE16742,16742,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Military Forces of Artsakh (2007-)",,1,11,"Caucasus and Central Asia",Azerbaijan,Martakert,,,Talish,40.3787,46.7408,2,"Sputnik Armenia; Aysor Am; Human Rights Ombudsman Of The Republic Of Artsakh; AzVision",National-Regional,"On 26 October 2020, military positions of Artsakh army on the north-eastern parts of the Artsakh-Azerbaijani line of contact were shelled by the military forces of Azerbaijan. [coded to Talish with GP2] There is no information on casualties mentioned by the source. As of 3 March 2021, Azerbaijani forces announced 2881 fatalities, Armenian forces announced 3777 fatalities. Fatalities were not disaggregated according to locations or date. The previously-coded specific number of fatalities are subtracted from these overall numbers. Additionally, for the Armenian side, 72 civilian fatalities reported by the Artsakh Ombudsman were subtracted from the overall number of fatalities as fatalities announced by Armenian sources included civilians. Total of 5527 fatalities are split across 421 events (13 fatalities coded to 367 events, 14 fatalities coded to 54 events).",13,1618598520,AZE
7871522,31,AZE16721,16721,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Askeran,39.9408,46.8323,2,Factor,Regional,"On 26 October 2020, the villages of Askeran region of Artsakh were shelled by Azerbaijani forces. [coded to Askeran with GP2] There is no information on casualties mentioned by the source.",0,1618598520,AZE
7871523,31,AZE16736,16736,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Martakert,,,Martakert,40.2049,46.8156,1,Factor,Regional,"On 26 October 2020, one civilian from Artsakh was killed and several others were wounded after the shelling of Martakert city by Azerbaijani forces.",1,1618598520,AZE
7871524,31,AZE16722,16722,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Avetaranots,39.7042,46.8296,1,Hetq,Regional,"On 26 October 2020, one civilian from Artsakh was killed and two others were wounded after the shelling Avetaranots village in Askeran region by Azerbaijani forces.",1,1618598520,AZE
7271530,31,AZE16746,16746,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,,,0,80,"Caucasus and Central Asia",Azerbaijan,Tovuz,,,Tovuz,40.9924,45.6159,2,"Ministry of Defence of Azerbaijan",Other,"On 26 October 2020, Tovuz region was shelled by Armenian forces, according to the Ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Tovuz with GP2]",0,1604352465,AZE
7271533,31,AZE16720,16720,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Alibeili,40.0924,47.1579,2,"Ministry of Defence of Azerbaijan",Other,"On 26 October 2020, Aghdam region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Alibeili with GP2]",0,1604352465,AZE
7271535,31,AZE16728,16728,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Fizuli,,,Horadiz,39.451,47.3314,2,"Ministry of Defence of Azerbaijan",Other,"On 26 October 2020, Fizuli region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Horadiz with GP2]",0,1604352466,AZE
7271543,31,AZE16725,16725,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,,,0,80,"Caucasus and Central Asia",Azerbaijan,Dashkasan,,,Dashkasan,40.5212,46.0817,2,"Ministry of Defence of Azerbaijan",Other,"On 26 October 2020, Daskasan region was shelled by Armenian forces, according to the Ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Dashkasan with GP2]",0,1604352466,AZE
7271547,31,AZE16719,16719,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Aghjabadi,,,Agdjabadi,40.048,47.4601,2,"Ministry of Defence of Azerbaijan",Other,"On 26 October 2020, Agdjabadi region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Agdjabadi with GP2]",0,1604352466,AZE
7271558,31,AZE16743,16743,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 26 October 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Terter with GP2]",0,1604352466,AZE
7271559,31,AZE16744,16744,"26 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,1,"Ministry of Defence of Azerbaijan",Other,"On 26 October 2020, Terter city was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604352466,AZE
7871529,31,AZE16716,16716,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Sghnakh,39.722,46.8009,1,"Artsakh Ministry of Defence",Other,"On 25 October 2020, Sghnakh village in Askeran region of Artsakh was shelled by Azerbaijani forces. No casualties occurred.",0,1618598520,AZE
7871530,31,AZE16713,16713,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Madatashen,39.6995,46.8436,1,"Artsakh Ministry of Defence",Other,"On 25 October 2020, Madatashen village in Askeran region of Artsakh was shelled by Azerbaijani forces. No casualties occurred.",0,1618598520,AZE
7871531,31,AZE16715,16715,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Moshkhmat,39.6846,46.8555,1,"Artsakh Ministry of Defence",Other,"On 25 October 2020, Moshkhmat village in Askeran region of Artsakh was shelled by Azerbaijani forces. No casualties occurred.",0,1618598520,AZE
7871532,31,AZE16707,16707,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Avetaranots,39.7042,46.8296,1,"Artsakh Ministry of Defence; Human Rights Ombudsman Of The Republic Of Artsakh",Other-National,"On 25 October 2020, one civilian was killed and several others were wounded during the shelling of Avetaranots village in Askeran region of Artsakh by Azerbaijani forces.",1,1618598520,AZE
7271531,31,AZE16705,16705,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Alibeili,40.0924,47.1579,2,"Ministry of Defence of Azerbaijan",Other,"On 25 October 2020, Aghdam region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Alibeili with GP2]",0,1604352465,AZE
7271539,31,AZE16704,16704,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Aghjabadi,,,Agdjabadi,40.048,47.4601,2,"Ministry of Defence of Azerbaijan",Other,"On 25 October 2020, Agdjabadi region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Agdjabadi with GP2]",0,1604352466,AZE
7271549,31,AZE16718,16718,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 25 October 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Terter with GP2]",0,1604352466,AZE
7271609,31,AZE16714,16714,"25 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,Meshali,40.4322,46.6105,1,"Report Az",National,"On 25 October 2020, Meshali village of Goranboy region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Agdjabadi with GP2]",0,1604352466,AZE
7257356,31,AZE16545,16545,"24 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Naftalan,,,Naftalan,40.5048,46.823,2,"Ministry of Defence of Azerbaijan",Other,"On 24 October 2020, Naftalan region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Naftalan with GP2]",0,1603746283,AZE
7257358,31,AZE16548,16548,"24 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 24 October 2020, the villages of Tartar region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Terter with GP2]",0,1603746283,AZE
7257359,31,AZE16535,16535,"24 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Barda,,,Barda,40.3819,47.123,2,"Ministry of Defence of Azerbaijan",Other,"On 24 October 2020, the villages of Barda region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Barda with GP2]",0,1603746283,AZE
7257367,31,AZE16536,16536,"24 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,Goranboy,40.6083,46.7886,2,"Ministry of Defence of Azerbaijan",Other,"On 24 October 2020, the villages of Goranboy region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Goranboy with GP2]",0,1603746283,AZE
7871539,31,AZE16700,16700,"24 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Askeran,,,Avetaranots,39.7042,46.8296,1,"Artsakh Ministry of Defence",Other,"On 24 October 2020, Avetaranots village in Askeran region of Artsakh was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1618598520,AZE
7871540,31,AZE16701,16701,"24 October 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Martuni,,,Gishi,39.777,47.0226,1,"Artsakh Ministry of Defence",Other,"On 24 October 2020, Gishi village in Martuni region of Artsakh was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1618598520,AZE
